date,sector,industry,ratio,n_firms
2013-03-28,Healthcare,Diagnostics & Research,1.1193,7
2013-04-30,Healthcare,Diagnostics & Research,1.1017,7
2013-05-31,Healthcare,Diagnostics & Research,1.1073,7
2013-06-28,Healthcare,Diagnostics & Research,1.1069,7
2013-07-31,Healthcare,Diagnostics & Research,1.0882,7
2013-08-30,Healthcare,Diagnostics & Research,1.0956,7
2013-09-30,Healthcare,Diagnostics & Research,1.0961,7
2013-10-31,Healthcare,Diagnostics & Research,1.0729,7
2013-11-29,Healthcare,Diagnostics & Research,1.0422,7
2013-12-31,Healthcare,Diagnostics & Research,1.0025,7
2014-01-31,Healthcare,Diagnostics & Research,0.9631,7
2014-02-28,Healthcare,Diagnostics & Research,0.9574,7
2014-03-31,Healthcare,Diagnostics & Research,0.9656,7
2014-04-30,Healthcare,Diagnostics & Research,1.0091,7
2014-05-30,Healthcare,Diagnostics & Research,1.0145,7
2014-06-30,Healthcare,Diagnostics & Research,1.0310,7
2014-07-31,Healthcare,Diagnostics & Research,1.0063,7
2014-08-29,Healthcare,Diagnostics & Research,0.9983,7
2014-09-30,Healthcare,Diagnostics & Research,0.9782,7
2014-10-31,Healthcare,Diagnostics & Research,0.9718,7
2014-11-28,Healthcare,Diagnostics & Research,0.9827,7
2014-12-31,Healthcare,Diagnostics & Research,0.9972,7
2015-01-30,Healthcare,Diagnostics & Research,1.0200,7
2015-02-27,Healthcare,Diagnostics & Research,1.0476,7
2015-03-31,Healthcare,Diagnostics & Research,1.0275,7
2015-04-30,Healthcare,Diagnostics & Research,1.0072,7
2015-05-29,Healthcare,Diagnostics & Research,1.0088,7
2015-06-30,Healthcare,Diagnostics & Research,1.0137,7
2015-07-31,Healthcare,Diagnostics & Research,1.0167,7
2015-08-31,Healthcare,Diagnostics & Research,1.0050,7
2015-09-30,Healthcare,Diagnostics & Research,1.0056,7
2015-10-30,Healthcare,Diagnostics & Research,1.0028,7
2015-11-30,Healthcare,Diagnostics & Research,0.9671,8
2015-12-31,Healthcare,Diagnostics & Research,0.9882,8
2016-01-29,Healthcare,Diagnostics & Research,0.9786,8
2016-02-29,Healthcare,Diagnostics & Research,0.9648,8
2016-03-31,Healthcare,Diagnostics & Research,0.9821,8
2016-04-29,Healthcare,Diagnostics & Research,0.9635,8
2016-05-31,Healthcare,Diagnostics & Research,0.9711,8
2016-06-30,Healthcare,Diagnostics & Research,0.9821,8
2016-07-29,Healthcare,Diagnostics & Research,0.9978,8
2016-08-31,Healthcare,Diagnostics & Research,0.9926,8
2016-09-30,Healthcare,Diagnostics & Research,1.0271,9
2016-10-31,Healthcare,Diagnostics & Research,1.0303,9
2016-11-30,Healthcare,Diagnostics & Research,1.0564,9
2016-12-30,Healthcare,Diagnostics & Research,1.0697,9
2017-01-31,Healthcare,Diagnostics & Research,1.1320,10
2017-02-28,Healthcare,Diagnostics & Research,1.1341,10
2017-03-31,Healthcare,Diagnostics & Research,1.1448,10
2017-04-28,Healthcare,Diagnostics & Research,1.1887,10
2017-05-31,Healthcare,Diagnostics & Research,1.2065,10
2017-06-30,Healthcare,Diagnostics & Research,1.1940,10
2017-07-31,Healthcare,Diagnostics & Research,1.2125,10
2017-08-31,Healthcare,Diagnostics & Research,1.1895,11
2017-09-29,Healthcare,Diagnostics & Research,1.1385,11
2017-10-31,Healthcare,Diagnostics & Research,1.1369,11
2017-11-30,Healthcare,Diagnostics & Research,1.1446,11
2017-12-29,Healthcare,Diagnostics & Research,1.1232,11
2018-01-31,Healthcare,Diagnostics & Research,1.0356,11
2018-02-28,Healthcare,Diagnostics & Research,1.0228,11
2018-03-29,Healthcare,Diagnostics & Research,1.0416,11
2018-04-30,Healthcare,Diagnostics & Research,1.0545,11
2018-05-31,Healthcare,Diagnostics & Research,1.0162,11
2018-06-29,Healthcare,Diagnostics & Research,0.9400,11
2018-07-31,Healthcare,Diagnostics & Research,0.9340,11
2018-08-31,Healthcare,Diagnostics & Research,0.9641,11
2018-09-28,Healthcare,Diagnostics & Research,0.9527,11
2018-10-31,Healthcare,Diagnostics & Research,0.9617,11
2018-11-30,Healthcare,Diagnostics & Research,0.9554,11
2018-12-31,Healthcare,Diagnostics & Research,0.9419,11
2019-01-31,Healthcare,Diagnostics & Research,0.8642,11
2019-02-28,Healthcare,Diagnostics & Research,0.8678,11
2019-03-29,Healthcare,Diagnostics & Research,0.8666,11
2019-04-30,Healthcare,Diagnostics & Research,0.8642,11
2019-05-31,Healthcare,Diagnostics & Research,0.8672,11
2019-06-28,Healthcare,Diagnostics & Research,0.8851,11
2019-07-31,Healthcare,Diagnostics & Research,0.9033,11
2019-08-30,Healthcare,Diagnostics & Research,0.8942,11
2019-09-30,Healthcare,Diagnostics & Research,0.9022,11
2019-10-31,Healthcare,Diagnostics & Research,0.9008,11
2019-11-29,Healthcare,Diagnostics & Research,0.9067,11
2019-12-31,Healthcare,Diagnostics & Research,0.9198,11
2020-01-31,Healthcare,Diagnostics & Research,0.9653,11
2020-02-28,Healthcare,Diagnostics & Research,0.9838,11
2020-03-31,Healthcare,Diagnostics & Research,0.9970,11
2020-04-30,Healthcare,Diagnostics & Research,1.0191,11
2020-05-29,Healthcare,Diagnostics & Research,0.9737,11
2020-06-30,Healthcare,Diagnostics & Research,0.9201,11
2020-07-31,Healthcare,Diagnostics & Research,0.9132,11
2020-08-31,Healthcare,Diagnostics & Research,0.9140,11
2020-09-30,Healthcare,Diagnostics & Research,0.9160,11
2020-10-30,Healthcare,Diagnostics & Research,0.9130,11
2020-11-30,Healthcare,Diagnostics & Research,0.9080,11
2020-12-31,Healthcare,Diagnostics & Research,0.8824,11
2021-01-29,Healthcare,Diagnostics & Research,0.8838,11
2021-02-26,Healthcare,Diagnostics & Research,0.9029,11
2021-03-31,Healthcare,Diagnostics & Research,0.9057,11
2021-04-30,Healthcare,Diagnostics & Research,0.9139,11
2021-05-28,Healthcare,Diagnostics & Research,0.9180,12
2021-06-30,Healthcare,Diagnostics & Research,0.9360,12
2021-07-30,Healthcare,Diagnostics & Research,0.9365,12
2021-08-31,Healthcare,Diagnostics & Research,0.9372,12
2021-09-30,Healthcare,Diagnostics & Research,0.9465,12
2021-10-29,Healthcare,Diagnostics & Research,0.9483,12
2021-11-30,Healthcare,Diagnostics & Research,0.9559,12
2021-12-31,Healthcare,Diagnostics & Research,0.9883,12
2022-01-31,Healthcare,Diagnostics & Research,0.9983,12
2022-02-28,Healthcare,Diagnostics & Research,0.9609,12
2022-03-31,Healthcare,Diagnostics & Research,0.9787,12
2022-04-29,Healthcare,Diagnostics & Research,0.9604,12
2022-05-31,Healthcare,Diagnostics & Research,0.9338,12
2022-06-30,Healthcare,Diagnostics & Research,0.9444,12
2022-07-29,Healthcare,Diagnostics & Research,0.9328,12
2022-08-31,Healthcare,Diagnostics & Research,0.9255,12
2022-09-30,Healthcare,Diagnostics & Research,0.9032,12
2022-10-31,Healthcare,Diagnostics & Research,0.9256,12
2022-11-30,Healthcare,Diagnostics & Research,0.9318,12
2022-12-30,Healthcare,Diagnostics & Research,0.9381,12
2023-01-31,Healthcare,Diagnostics & Research,0.9719,12
2023-02-28,Healthcare,Diagnostics & Research,0.9697,12
2023-03-31,Healthcare,Diagnostics & Research,0.9643,12
2023-04-28,Healthcare,Diagnostics & Research,0.9673,12
2023-05-31,Healthcare,Diagnostics & Research,0.9823,12
2023-06-30,Healthcare,Diagnostics & Research,0.9964,12
2023-07-31,Healthcare,Diagnostics & Research,1.0424,12
2023-08-31,Healthcare,Diagnostics & Research,1.0549,12
2023-09-29,Healthcare,Diagnostics & Research,1.0832,12
2023-10-31,Healthcare,Diagnostics & Research,1.0812,12
2023-11-30,Healthcare,Diagnostics & Research,1.0855,12
2023-12-29,Healthcare,Diagnostics & Research,1.0991,12
2024-01-31,Healthcare,Diagnostics & Research,1.1033,12
2024-02-29,Healthcare,Diagnostics & Research,1.1219,12
2024-03-28,Healthcare,Diagnostics & Research,1.1393,12
2024-04-30,Healthcare,Diagnostics & Research,1.1538,12
2024-05-31,Healthcare,Diagnostics & Research,1.1701,12
2024-06-28,Healthcare,Diagnostics & Research,1.1624,11
2024-07-31,Healthcare,Diagnostics & Research,1.0934,11
2024-08-30,Healthcare,Diagnostics & Research,1.1191,11
2024-09-30,Healthcare,Diagnostics & Research,1.1477,11
2024-10-31,Healthcare,Diagnostics & Research,1.1361,11
2024-11-29,Healthcare,Diagnostics & Research,1.1299,11
2024-12-31,Healthcare,Diagnostics & Research,1.1501,11
2025-01-31,Healthcare,Diagnostics & Research,1.1393,11
2025-02-28,Healthcare,Diagnostics & Research,1.1352,11
2025-03-31,Healthcare,Diagnostics & Research,1.1278,11
2025-04-30,Healthcare,Diagnostics & Research,1.1425,11
2025-05-30,Healthcare,Diagnostics & Research,1.1442,11
2025-06-30,Healthcare,Diagnostics & Research,1.1137,11
2025-07-31,Healthcare,Diagnostics & Research,1.1429,11
2025-08-29,Healthcare,Diagnostics & Research,1.2239,11
2025-09-30,Healthcare,Diagnostics & Research,1.2483,11
2025-10-31,Healthcare,Diagnostics & Research,1.3104,11
2025-11-28,Healthcare,Diagnostics & Research,1.3444,11
2025-12-31,Healthcare,Diagnostics & Research,1.3836,11
2026-01-30,Healthcare,Diagnostics & Research,1.3722,11
2026-02-27,Healthcare,Diagnostics & Research,1.3497,11
2026-03-31,Healthcare,Diagnostics & Research,1.3622,11
2026-04-30,Healthcare,Diagnostics & Research,1.3568,11
2026-05-29,Healthcare,Diagnostics & Research,1.3844,11
2026-06-30,Healthcare,Diagnostics & Research,1.4501,11
2026-07-31,Healthcare,Diagnostics & Research,1.6543,11
2026-08-12,Healthcare,Diagnostics & Research,1.6316,11
2005-01-31,Healthcare,Drug Manufacturers - General,1.1776,8
2005-02-28,Healthcare,Drug Manufacturers - General,1.1491,8
2005-03-31,Healthcare,Drug Manufacturers - General,1.2125,8
2005-04-29,Healthcare,Drug Manufacturers - General,1.2304,8
2005-05-31,Healthcare,Drug Manufacturers - General,1.2385,8
2005-06-30,Healthcare,Drug Manufacturers - General,1.2616,8
2005-07-29,Healthcare,Drug Manufacturers - General,1.2046,8
2005-08-31,Healthcare,Drug Manufacturers - General,1.1863,8
2005-09-30,Healthcare,Drug Manufacturers - General,1.1834,8
2005-10-31,Healthcare,Drug Manufacturers - General,1.2035,8
2005-11-30,Healthcare,Drug Manufacturers - General,1.1960,8
2005-12-30,Healthcare,Drug Manufacturers - General,1.1688,8
2006-01-31,Healthcare,Drug Manufacturers - General,1.1525,8
2006-02-28,Healthcare,Drug Manufacturers - General,1.1542,8
2006-03-31,Healthcare,Drug Manufacturers - General,1.1268,8
2006-04-28,Healthcare,Drug Manufacturers - General,1.1091,8
2006-05-31,Healthcare,Drug Manufacturers - General,1.0855,8
2006-06-30,Healthcare,Drug Manufacturers - General,1.0693,8
2006-07-31,Healthcare,Drug Manufacturers - General,1.0946,8
2006-08-31,Healthcare,Drug Manufacturers - General,1.0608,8
2006-09-29,Healthcare,Drug Manufacturers - General,1.0508,8
2006-10-31,Healthcare,Drug Manufacturers - General,1.0255,8
2006-11-30,Healthcare,Drug Manufacturers - General,1.0069,8
2006-12-29,Healthcare,Drug Manufacturers - General,0.9933,8
2007-01-31,Healthcare,Drug Manufacturers - General,0.9227,8
2007-02-28,Healthcare,Drug Manufacturers - General,0.9324,8
2007-03-30,Healthcare,Drug Manufacturers - General,0.8892,8
2007-04-30,Healthcare,Drug Manufacturers - General,0.8677,8
2007-05-31,Healthcare,Drug Manufacturers - General,0.8362,8
2007-06-29,Healthcare,Drug Manufacturers - General,0.8276,8
2007-07-31,Healthcare,Drug Manufacturers - General,0.8465,8
2007-08-31,Healthcare,Drug Manufacturers - General,0.8777,8
2007-09-28,Healthcare,Drug Manufacturers - General,0.8952,8
2007-10-31,Healthcare,Drug Manufacturers - General,0.8947,8
2007-11-30,Healthcare,Drug Manufacturers - General,0.8575,8
2007-12-31,Healthcare,Drug Manufacturers - General,0.8575,8
2008-01-31,Healthcare,Drug Manufacturers - General,0.8422,8
2008-02-29,Healthcare,Drug Manufacturers - General,0.7729,8
2008-03-31,Healthcare,Drug Manufacturers - General,0.7504,8
2008-04-30,Healthcare,Drug Manufacturers - General,0.7269,8
2008-05-30,Healthcare,Drug Manufacturers - General,0.7328,8
2008-06-30,Healthcare,Drug Manufacturers - General,0.7157,8
2008-07-31,Healthcare,Drug Manufacturers - General,0.7149,8
2008-08-29,Healthcare,Drug Manufacturers - General,0.6989,8
2008-09-30,Healthcare,Drug Manufacturers - General,0.7006,8
2008-10-31,Healthcare,Drug Manufacturers - General,0.6743,8
2008-11-28,Healthcare,Drug Manufacturers - General,0.6780,8
2008-12-31,Healthcare,Drug Manufacturers - General,0.6499,8
2009-01-30,Healthcare,Drug Manufacturers - General,0.7265,10
2009-02-27,Healthcare,Drug Manufacturers - General,0.7361,10
2009-03-31,Healthcare,Drug Manufacturers - General,0.7446,10
2009-04-30,Healthcare,Drug Manufacturers - General,0.7268,10
2009-05-29,Healthcare,Drug Manufacturers - General,0.7478,10
2009-06-30,Healthcare,Drug Manufacturers - General,0.7492,10
2009-07-31,Healthcare,Drug Manufacturers - General,0.7432,10
2009-08-31,Healthcare,Drug Manufacturers - General,0.7420,10
2009-09-30,Healthcare,Drug Manufacturers - General,0.7495,10
2009-10-30,Healthcare,Drug Manufacturers - General,0.7508,10
2009-11-30,Healthcare,Drug Manufacturers - General,0.7496,10
2009-12-31,Healthcare,Drug Manufacturers - General,0.7716,10
2010-01-29,Healthcare,Drug Manufacturers - General,0.7478,10
2010-02-26,Healthcare,Drug Manufacturers - General,0.7599,10
2010-03-31,Healthcare,Drug Manufacturers - General,0.7657,10
2010-04-30,Healthcare,Drug Manufacturers - General,0.7823,10
2010-05-28,Healthcare,Drug Manufacturers - General,0.7540,10
2010-06-30,Healthcare,Drug Manufacturers - General,0.7550,10
2010-07-30,Healthcare,Drug Manufacturers - General,0.7590,10
2010-08-31,Healthcare,Drug Manufacturers - General,0.7718,10
2010-09-30,Healthcare,Drug Manufacturers - General,0.7509,10
2010-10-29,Healthcare,Drug Manufacturers - General,0.7513,10
2010-11-30,Healthcare,Drug Manufacturers - General,0.7641,10
2010-12-31,Healthcare,Drug Manufacturers - General,0.7916,10
2011-01-31,Healthcare,Drug Manufacturers - General,0.7680,10
2011-02-28,Healthcare,Drug Manufacturers - General,0.7651,10
2011-03-31,Healthcare,Drug Manufacturers - General,0.7646,10
2011-04-29,Healthcare,Drug Manufacturers - General,0.7828,10
2011-05-31,Healthcare,Drug Manufacturers - General,0.7528,10
2011-06-30,Healthcare,Drug Manufacturers - General,0.7563,10
2011-07-29,Healthcare,Drug Manufacturers - General,0.7718,10
2011-08-31,Healthcare,Drug Manufacturers - General,0.7653,10
2011-09-30,Healthcare,Drug Manufacturers - General,0.7742,10
2011-10-31,Healthcare,Drug Manufacturers - General,0.7758,10
2011-11-30,Healthcare,Drug Manufacturers - General,0.7699,10
2011-12-30,Healthcare,Drug Manufacturers - General,0.7820,10
2012-01-31,Healthcare,Drug Manufacturers - General,0.7800,10
2012-02-29,Healthcare,Drug Manufacturers - General,0.7897,10
2012-03-30,Healthcare,Drug Manufacturers - General,0.7934,10
2012-04-30,Healthcare,Drug Manufacturers - General,0.7888,10
2012-05-31,Healthcare,Drug Manufacturers - General,0.7898,10
2012-06-29,Healthcare,Drug Manufacturers - General,0.7836,10
2012-07-31,Healthcare,Drug Manufacturers - General,0.7654,10
2012-08-31,Healthcare,Drug Manufacturers - General,0.7543,10
2012-09-28,Healthcare,Drug Manufacturers - General,0.7578,10
2012-10-31,Healthcare,Drug Manufacturers - General,0.7617,10
2012-11-30,Healthcare,Drug Manufacturers - General,0.7510,10
2012-12-31,Healthcare,Drug Manufacturers - General,0.7367,10
2013-01-31,Healthcare,Drug Manufacturers - General,0.7374,10
2013-02-28,Healthcare,Drug Manufacturers - General,0.7187,10
2013-03-28,Healthcare,Drug Manufacturers - General,0.7064,10
2013-04-30,Healthcare,Drug Manufacturers - General,0.7065,10
2013-05-31,Healthcare,Drug Manufacturers - General,0.7146,10
2013-06-28,Healthcare,Drug Manufacturers - General,0.7224,10
2013-07-31,Healthcare,Drug Manufacturers - General,0.7585,10
2013-08-30,Healthcare,Drug Manufacturers - General,0.8135,10
2013-09-30,Healthcare,Drug Manufacturers - General,0.8359,10
2013-10-31,Healthcare,Drug Manufacturers - General,0.8354,10
2013-11-29,Healthcare,Drug Manufacturers - General,0.8529,10
2013-12-31,Healthcare,Drug Manufacturers - General,0.8531,10
2014-01-31,Healthcare,Drug Manufacturers - General,0.8813,10
2014-02-28,Healthcare,Drug Manufacturers - General,0.8882,10
2014-03-31,Healthcare,Drug Manufacturers - General,0.9125,10
2014-04-30,Healthcare,Drug Manufacturers - General,0.9600,10
2014-05-30,Healthcare,Drug Manufacturers - General,0.9811,10
2014-06-30,Healthcare,Drug Manufacturers - General,1.0105,10
2014-07-31,Healthcare,Drug Manufacturers - General,1.0229,10
2014-08-29,Healthcare,Drug Manufacturers - General,0.9999,10
2014-09-30,Healthcare,Drug Manufacturers - General,1.0042,10
2014-10-31,Healthcare,Drug Manufacturers - General,0.9923,10
2014-11-28,Healthcare,Drug Manufacturers - General,1.0020,10
2014-12-31,Healthcare,Drug Manufacturers - General,0.9996,10
2015-01-30,Healthcare,Drug Manufacturers - General,1.0264,10
2015-02-27,Healthcare,Drug Manufacturers - General,1.0464,10
2015-03-31,Healthcare,Drug Manufacturers - General,1.0905,10
2015-04-30,Healthcare,Drug Manufacturers - General,1.0696,10
2015-05-29,Healthcare,Drug Manufacturers - General,1.0866,10
2015-06-30,Healthcare,Drug Manufacturers - General,1.0865,10
2015-07-31,Healthcare,Drug Manufacturers - General,1.0909,10
2015-08-31,Healthcare,Drug Manufacturers - General,1.0782,10
2015-09-30,Healthcare,Drug Manufacturers - General,1.0885,10
2015-10-30,Healthcare,Drug Manufacturers - General,1.1091,10
2015-11-30,Healthcare,Drug Manufacturers - General,1.0609,10
2015-12-31,Healthcare,Drug Manufacturers - General,1.0960,10
2016-01-29,Healthcare,Drug Manufacturers - General,1.0963,10
2016-02-29,Healthcare,Drug Manufacturers - General,1.0862,10
2016-03-31,Healthcare,Drug Manufacturers - General,1.0776,10
2016-04-29,Healthcare,Drug Manufacturers - General,1.0366,10
2016-05-31,Healthcare,Drug Manufacturers - General,1.0143,10
2016-06-30,Healthcare,Drug Manufacturers - General,1.0186,10
2016-07-29,Healthcare,Drug Manufacturers - General,1.0088,10
2016-08-31,Healthcare,Drug Manufacturers - General,1.0143,10
2016-09-30,Healthcare,Drug Manufacturers - General,0.9914,10
2016-10-31,Healthcare,Drug Manufacturers - General,0.9802,10
2016-11-30,Healthcare,Drug Manufacturers - General,0.9892,10
2016-12-30,Healthcare,Drug Manufacturers - General,0.9649,11
2017-01-31,Healthcare,Drug Manufacturers - General,0.9705,11
2017-02-28,Healthcare,Drug Manufacturers - General,0.9749,11
2017-03-31,Healthcare,Drug Manufacturers - General,0.9621,11
2017-04-28,Healthcare,Drug Manufacturers - General,0.9941,11
2017-05-31,Healthcare,Drug Manufacturers - General,1.0179,11
2017-06-30,Healthcare,Drug Manufacturers - General,1.0031,11
2017-07-31,Healthcare,Drug Manufacturers - General,1.0121,11
2017-08-31,Healthcare,Drug Manufacturers - General,0.9840,11
2017-09-29,Healthcare,Drug Manufacturers - General,0.9774,11
2017-10-31,Healthcare,Drug Manufacturers - General,0.9590,11
2017-11-30,Healthcare,Drug Manufacturers - General,0.9484,11
2017-12-29,Healthcare,Drug Manufacturers - General,0.9194,11
2018-01-31,Healthcare,Drug Manufacturers - General,0.8982,11
2018-02-28,Healthcare,Drug Manufacturers - General,0.8758,11
2018-03-29,Healthcare,Drug Manufacturers - General,0.8590,11
2018-04-30,Healthcare,Drug Manufacturers - General,0.9251,11
2018-05-31,Healthcare,Drug Manufacturers - General,0.9245,11
2018-06-29,Healthcare,Drug Manufacturers - General,0.8896,11
2018-07-31,Healthcare,Drug Manufacturers - General,0.8774,11
2018-08-31,Healthcare,Drug Manufacturers - General,0.8845,11
2018-09-28,Healthcare,Drug Manufacturers - General,0.8822,11
2018-10-31,Healthcare,Drug Manufacturers - General,0.8905,11
2018-11-30,Healthcare,Drug Manufacturers - General,0.8819,11
2018-12-31,Healthcare,Drug Manufacturers - General,0.8765,11
2019-01-31,Healthcare,Drug Manufacturers - General,0.7971,11
2019-02-28,Healthcare,Drug Manufacturers - General,0.7728,11
2019-03-29,Healthcare,Drug Manufacturers - General,0.7693,11
2019-04-30,Healthcare,Drug Manufacturers - General,0.7483,11
2019-05-31,Healthcare,Drug Manufacturers - General,0.7308,11
2019-06-28,Healthcare,Drug Manufacturers - General,0.7160,11
2019-07-31,Healthcare,Drug Manufacturers - General,0.7191,11
2019-08-30,Healthcare,Drug Manufacturers - General,0.7130,11
2019-09-30,Healthcare,Drug Manufacturers - General,0.7178,11
2019-10-31,Healthcare,Drug Manufacturers - General,0.7178,11
2019-11-29,Healthcare,Drug Manufacturers - General,0.7175,10
2019-12-31,Healthcare,Drug Manufacturers - General,0.7193,10
2020-01-31,Healthcare,Drug Manufacturers - General,0.7330,10
2020-02-28,Healthcare,Drug Manufacturers - General,0.7499,10
2020-03-31,Healthcare,Drug Manufacturers - General,0.7564,10
2020-04-30,Healthcare,Drug Manufacturers - General,0.7541,10
2020-05-29,Healthcare,Drug Manufacturers - General,0.7209,9
2020-06-30,Healthcare,Drug Manufacturers - General,0.7434,9
2020-07-31,Healthcare,Drug Manufacturers - General,0.7394,9
2020-08-31,Healthcare,Drug Manufacturers - General,0.7423,9
2020-09-30,Healthcare,Drug Manufacturers - General,0.7475,9
2020-10-30,Healthcare,Drug Manufacturers - General,0.7416,9
2020-11-30,Healthcare,Drug Manufacturers - General,0.7309,9
2020-12-31,Healthcare,Drug Manufacturers - General,0.7212,9
2021-01-29,Healthcare,Drug Manufacturers - General,0.7216,9
2021-02-26,Healthcare,Drug Manufacturers - General,0.7230,9
2021-03-31,Healthcare,Drug Manufacturers - General,0.7292,9
2021-04-30,Healthcare,Drug Manufacturers - General,0.7277,9
2021-05-28,Healthcare,Drug Manufacturers - General,0.7257,9
2021-06-30,Healthcare,Drug Manufacturers - General,0.6982,10
2021-07-30,Healthcare,Drug Manufacturers - General,0.6985,10
2021-08-31,Healthcare,Drug Manufacturers - General,0.6934,10
2021-09-30,Healthcare,Drug Manufacturers - General,0.6866,10
2021-10-29,Healthcare,Drug Manufacturers - General,0.6880,10
2021-11-30,Healthcare,Drug Manufacturers - General,0.7093,10
2021-12-31,Healthcare,Drug Manufacturers - General,0.7180,10
2022-01-31,Healthcare,Drug Manufacturers - General,0.7198,10
2022-02-28,Healthcare,Drug Manufacturers - General,0.7072,10
2022-03-31,Healthcare,Drug Manufacturers - General,0.7089,10
2022-04-29,Healthcare,Drug Manufacturers - General,0.6758,10
2022-05-31,Healthcare,Drug Manufacturers - General,0.6628,10
2022-06-30,Healthcare,Drug Manufacturers - General,0.6179,10
2022-07-29,Healthcare,Drug Manufacturers - General,0.5856,10
2022-08-31,Healthcare,Drug Manufacturers - General,0.5509,10
2022-09-30,Healthcare,Drug Manufacturers - General,0.5400,10
2022-10-31,Healthcare,Drug Manufacturers - General,0.5431,10
2022-11-30,Healthcare,Drug Manufacturers - General,0.5481,10
2022-12-30,Healthcare,Drug Manufacturers - General,0.5578,10
2023-01-31,Healthcare,Drug Manufacturers - General,0.5557,10
2023-02-28,Healthcare,Drug Manufacturers - General,0.5603,10
2023-03-31,Healthcare,Drug Manufacturers - General,0.5501,10
2023-04-28,Healthcare,Drug Manufacturers - General,0.5615,10
2023-05-31,Healthcare,Drug Manufacturers - General,0.5756,10
2023-06-30,Healthcare,Drug Manufacturers - General,0.5917,10
2023-07-31,Healthcare,Drug Manufacturers - General,0.6109,10
2023-08-31,Healthcare,Drug Manufacturers - General,0.6330,10
2023-09-29,Healthcare,Drug Manufacturers - General,0.6398,10
2023-10-31,Healthcare,Drug Manufacturers - General,0.6495,9
2023-11-30,Healthcare,Drug Manufacturers - General,0.6476,9
2023-12-29,Healthcare,Drug Manufacturers - General,0.6472,9
2024-01-31,Healthcare,Drug Manufacturers - General,0.6705,9
2024-02-29,Healthcare,Drug Manufacturers - General,0.6944,9
2024-03-28,Healthcare,Drug Manufacturers - General,0.7066,9
2024-04-30,Healthcare,Drug Manufacturers - General,0.6983,9
2024-05-31,Healthcare,Drug Manufacturers - General,0.7061,9
2024-06-28,Healthcare,Drug Manufacturers - General,0.7071,9
2024-07-31,Healthcare,Drug Manufacturers - General,0.6900,9
2024-08-30,Healthcare,Drug Manufacturers - General,0.7227,9
2024-09-30,Healthcare,Drug Manufacturers - General,0.7367,9
2024-10-31,Healthcare,Drug Manufacturers - General,0.7465,9
2024-11-29,Healthcare,Drug Manufacturers - General,0.7593,9
2024-12-31,Healthcare,Drug Manufacturers - General,0.7595,9
2025-01-31,Healthcare,Drug Manufacturers - General,0.7578,9
2025-02-28,Healthcare,Drug Manufacturers - General,0.7991,9
2025-03-31,Healthcare,Drug Manufacturers - General,0.7993,9
2025-04-30,Healthcare,Drug Manufacturers - General,0.8292,9
2025-05-30,Healthcare,Drug Manufacturers - General,0.8521,9
2025-06-30,Healthcare,Drug Manufacturers - General,0.8589,9
2025-07-31,Healthcare,Drug Manufacturers - General,0.9291,9
2025-08-29,Healthcare,Drug Manufacturers - General,1.0157,9
2025-09-30,Healthcare,Drug Manufacturers - General,1.0309,9
2025-10-31,Healthcare,Drug Manufacturers - General,1.0955,9
2025-11-28,Healthcare,Drug Manufacturers - General,1.1160,9
2025-12-31,Healthcare,Drug Manufacturers - General,1.1521,9
2026-01-30,Healthcare,Drug Manufacturers - General,1.1425,9
2026-02-27,Healthcare,Drug Manufacturers - General,1.1306,9
2026-03-31,Healthcare,Drug Manufacturers - General,1.1527,9
2026-04-30,Healthcare,Drug Manufacturers - General,1.1662,9
2026-05-29,Healthcare,Drug Manufacturers - General,1.1839,9
2026-06-30,Healthcare,Drug Manufacturers - General,1.2106,9
2026-07-31,Healthcare,Drug Manufacturers - General,1.3269,9
2026-08-12,Healthcare,Drug Manufacturers - General,1.2694,9
2016-03-31,Healthcare,Healthcare Plans,1.0879,6
2016-04-29,Healthcare,Healthcare Plans,1.0451,6
2016-05-31,Healthcare,Healthcare Plans,1.0477,6
2016-06-30,Healthcare,Healthcare Plans,1.0477,6
2016-07-29,Healthcare,Healthcare Plans,1.0398,6
2016-08-31,Healthcare,Healthcare Plans,1.0368,6
2016-09-30,Healthcare,Healthcare Plans,1.0043,6
2016-10-31,Healthcare,Healthcare Plans,1.0107,6
2016-11-30,Healthcare,Healthcare Plans,1.0476,6
2016-12-30,Healthcare,Healthcare Plans,1.0272,6
2017-01-31,Healthcare,Healthcare Plans,1.0265,6
2017-02-28,Healthcare,Healthcare Plans,0.9919,6
2017-03-31,Healthcare,Healthcare Plans,1.0043,6
2017-04-28,Healthcare,Healthcare Plans,1.0267,6
2017-05-31,Healthcare,Healthcare Plans,1.0501,6
2017-06-30,Healthcare,Healthcare Plans,1.0339,6
2017-07-31,Healthcare,Healthcare Plans,1.0460,6
2017-08-31,Healthcare,Healthcare Plans,1.0226,6
2017-09-29,Healthcare,Healthcare Plans,1.0196,6
2017-10-31,Healthcare,Healthcare Plans,1.0047,6
2017-11-30,Healthcare,Healthcare Plans,0.9959,6
2017-12-29,Healthcare,Healthcare Plans,0.9937,6
2018-01-31,Healthcare,Healthcare Plans,0.9649,6
2018-02-28,Healthcare,Healthcare Plans,0.9388,6
2018-03-29,Healthcare,Healthcare Plans,0.9903,6
2018-04-30,Healthcare,Healthcare Plans,1.1099,6
2018-05-31,Healthcare,Healthcare Plans,1.0196,6
